,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
144249,201502100004,2015,2,10,,0,,217,United States,1,North America,North Carolina,Chapel Hill,35.896708,-79.009738,1.0,0,The incident occurred in the Summerwalk Circle area of the city.,"02/10/2015: An assailant opened fire on Deah Shaddy Barakat, Yusor Mohammad Abu-Salha, and Razan Mohammad Abu-Salha at their residence in Chapel Hill, North Carolina, United States. The three family members were killed in the assault. Craig Stephen Hicks was arrested and pled guilty to carrying out the attack. Sources noted that Hicks was motivated by Islamophobia.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,"Muslim Civilians: Deah Shaddy Barakat, Yusor Mohammad Abu-Salha, Razan Mohammad Abu-Salha",217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources posited that the assailant, Craig Stephen Hicks, was Islamophobic.",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A .357-caliber pistol was used in the attack.,3.0,3.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,Sources originally suspected that the attack may have been the result of a parking dispute but later indicated that the attack was religiously motivated.,"""Man charged with killing 3 Muslims can face death penalty,"" The Associated Press, April 6, 2015.","""In Chapel Hill Shooting of 3 Muslims, a Question of Motive,"" The New York Times, February 11, 2015.","""State PAO: Algiers Media Digest 14-16 February 2015,"" OSC Summary, February 16, 2015.",START Primary Collection,-9,-9,0,-9,
144715,201502180067,2015,2,18,,0,,217,United States,1,North America,Michigan,Kalamazoo,42.258525,-85.589194,1.0,0,,"02/18/2015: An assailant set fire to the Hollywood Nights adult entertainment store in Kalamazoo, Michigan, United States. There were no casualties reported in the incident, but the building was damaged in the blaze. Police arrested Mitchell Hapner in connection with the fire. Hapner confessed to the arson and claimed that he was trying to ""eradicate pornography."" Hapner was later found not guilty by reason of insanity for the attack.",1,1,1,1,4.0,Lack of Intentionality,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7.0,Retail/Grocery/Bakery,Hollywood Nights,Store,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"An individual, identified as Mitchell Hapner, claimed responsibility for the incident and stated that he was attempting to ""eradicate porn.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An adult entertainment store was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is reason to doubt that this incident meets terrorism-related criteria because several sources stated that the assailant suffered from mental problems.,"""Man who set sex shop on fire found not guilty, but insane,"" Fox 17, March 10, 2016.","""Suspect in adult shop fire got 'prophecies from God',"" WOOD TV, February 20, 2015.","""'Eradicate porn' was goal of man who burned down Hollywood Nights adult store, Kalamazoo police say,"" Michigan Live, February 20, 2015.",START Primary Collection,-9,-9,0,-9,
145844,201503200036,2015,3,20,,0,,217,United States,1,North America,Louisiana,New Orleans,30.003063,-90.256247,1.0,0,,"03/20/2015: An assailant attacked a Transportation Security Administration (TSA) checkpoint at the Louis Armstrong New Orleans International Airport in New Orleans, Louisiana, United States. The assailant was killed and two TSA agents were wounded in the incident. No group claimed responsibility; however, sources attributed the attack to an individual, identified as Richard White.",1,1,1,1,4.0,Lack of Intentionality,0,1,0,2,Armed Assault,,,,,6,Airports & Aircraft,44.0,Airport,Louis Armstrong New Orleans International Airport,Transportation Security Administration (TSA) Checkpoint,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,1,1.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,9.0,Melee,23.0,Knife or Other Sharp Object,2.0,Chemical,1.0,Poisoning,,,,,"Six Molotov cocktails, a machete, and insecticide were used in the attack.",1.0,1.0,1.0,2.0,2.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria, given that the assailant may have suffered from a mental illness.","""Assailant Shot at New Orleans Airport Had Fire Bombs, Officials Say,"" New York Times, March 21, 2015.","""Man shot and killed after attacking TSA agents with machete, bug spray,"" UPI, March 22, 2015.","""Airport Attacker Had 6 Molotov Cocktails, Officials Say,"" NBCNews.com, March 21, 2015.",START Primary Collection,-9,-9,0,-9,
149529,201506170035,2015,6,17,,0,,217,United States,1,North America,South Carolina,Charleston,32.787474,-79.933101,1.0,0,,"06/17/2015: An assailant opened fire on parishioners at Emanuel African Methodist Episcopal Church in Charleston, South Carolina, United States. At least nine people were killed in the attack. An individual, identified as Dylann Roof, claimed responsibility for the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Emanuel African Methodist Episcopal Church,Church,217.0,United States,,,,,,,,,,,,,,,,,White supremacists/nationalists,,,,,,"The specific motive is unknown; however, sources posited that Dylann Roof intended to start a ""race war"" within the United States (US).",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A .45-caliber pistol was used in the attack.,9.0,9.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Dylann Roof charged with murder after Charleston church massacre,"" MSNBC.com, June 19, 2015.","""Everything We Know About the Charleston Shooting,"" Time, June 18, 2015.","""South Carolina Church Shooting Suspect Arrested,"" Eurasia Review, June 18, 2015.",START Primary Collection,-9,-9,0,-9,
150731,201507160061,2015,7,16,,0,,217,United States,1,North America,Tennessee,Chattanooga,35.063504,-85.250911,1.0,0,,"07/16/2015: An assailant opened fire on a military recruiting office in Chattanooga, Tennessee, United States. There were no reported casualties resulting from the assault. This was one of two attacks carried out by the same assailant within a short period of time; after targeting the office, the assailant attacked a military training center in the area. No group claimed responsibility for the incidents; however, the assailant was later identified as Mohammad Youssuf Abdulazeez.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,4,Military,28.0,Military Recruiting Station/Academy,United States Armed Forces,Recruiting Station,217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0.0,,,1,1.0,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,3.0,Handgun,5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,"An AK-47 assault rifle, a 12-gauge shotgun, and a 9-mm pistol were used in the attack.",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unknown number of windows were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Four Marines Killed in Chattanooga Shootings,"" New York Times, July 16, 2015.","""U.S. Sailor Dies After Tennessee Shooting As Death Toll Rises To Five,"" Radio Free Europe, July 18, 2015.","""Isis 'Celebrates' Chattanooga Shooting of US Marines in Tennessee on Twitter,"" International Business Times India, July 17, 2015.",START Primary Collection,-9,-9,0,-9,"201507160061, 201507160062"
150732,201507160062,2015,7,16,,0,,217,United States,1,North America,Tennessee,Chattanooga,35.063504,-85.250911,1.0,0,,"07/16/2015: An assailant opened fire on the Navy Operational Support Center in Chattanooga, Tennessee, United States. Five military personnel and the assailant were killed and two people, including a police officer and a Marine recruiter, were injured in the attack. This was one of two attacks carried out by the same assailant within a short period of time; before targeting the support center, the assailant had opened fire on a recruiting office. No group claimed responsibility for the incident; however, the assailant was later identified as Mohammad Youssuf Abdulazeez.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,4,Military,28.0,Military Recruiting Station/Academy,United States Armed Forces,Recruiting Station,217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0.0,,,1,1.0,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,3.0,Handgun,5.0,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,"An AK-47 assault rifle, a 12-gauge shotgun, and a 9-mm pistol were used in the attack.",6.0,6.0,1.0,2.0,2.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"The victims included Thomas Sullivan, David Wyatt, Carson Holmquist, Squire Wells, Randall Smith, DeMonte Cheeley and Dennis Pedigo.","""Navy: Chattanooga victims earn Purple Hearts,"" CNN, December 16, 2015.","""Four Marines Killed in Chattanooga Shootings,"" New York Times, July 16, 2015.","""U.S. Sailor Dies After Tennessee Shooting As Death Toll Rises To Five,"" Radio Free Europe, July 18, 2015.",START Primary Collection,-9,-9,0,-9,"201507160061, 201507160062"
151006,201507230080,2015,7,23,,0,,217,United States,1,North America,Louisiana,Lafayette,30.201966,-92.045686,1.0,0,The incident occurred on Johnston Street.,"07/23/2015: An assailant opened fire on the audience before killing himself at a screening of the movie Trainwreck in Lafayette, Louisiana, United States. At least three people, including the assailant, were killed and nine other people were injured in the assault. An individual, identified as John Russell Houser, claimed responsibility for the incident and stated that he carried out the attack with the intention that it would harm the United States (US) economy.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Grand Theatre,Movie Theatre,217.0,United States,,,,,,,,,,,,,,,,,Anti-Government extremists,,,,,,"An individual, identified as John Russell Houser, claimed responsibility for the incident and stated that he carried out the attack with the intention that it would harm the United States (US) economy.",0.0,,,1,1.0,0.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A .40-caliber handgun was used in the attack.,3.0,3.0,1.0,9.0,9.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"The victims included Jillian Johnson and Mayci Breaux. Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Lafayette shooter had history of right-wing web postings, erratic behavior,"" CNN.com, September 15, 2015.","""Lafayette Police release more documents surrounding Grand Theatre shooting, including shooter's journal,"" KATC ABC 3, January 13, 2016.","""Louisiana Theater Shooter Praised Hitler and Westboro Baptist Church,"" Bayou Buzz, July 24, 2015.",START Primary Collection,-9,-9,0,-9,
151386,201508020114,2015,8,2,,0,,217,United States,1,North America,New Mexico,Las Cruces,32.320802,-106.763514,1.0,0,,"08/02/2015: An explosive device detonated in a mailbox outside Calvary Baptist Church in Las Cruces, New Mexico, United States. There were no reported casualties in the blast. This was one of two similar blasts targeting churches in Las Cruces on the same day. No group claimed responsibility for the incident.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Calvary Baptist Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church mailbox was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bomb blasts outside two New Mexico churches disrupt Sunday services,"" Reuters, August 2, 2015.","""FBI released surveillance video in New Mexico church blasts,"" Associated Press, August 7, 2015.","""New Mexico church bombings possibly linked; Gov. Martinez condemns attack,"" UPI, August 3, 2015.",START Primary Collection,-9,-9,0,-9,"201508020114, 201508020115"
151387,201508020115,2015,8,2,,0,,217,United States,1,North America,New Mexico,Las Cruces,32.320802,-106.763514,1.0,0,,"08/02/2015: An explosive device detonated in a trash can outside Holy Cross Catholic Church in Las Cruces, New Mexico, United States. There were no reported casualties in the blast. This was one of two similar blasts targeting churches in Las Cruces on the same day. No group claimed responsibility for the incident.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Holy Cross Catholic Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A garbage can and a glass entryway to the church were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bomb blasts outside two New Mexico churches disrupt Sunday services,"" Reuters, August 2, 2015.","""FBI released surveillance video in New Mexico church blasts,"" Associated Press, August 7, 2015.","""New Mexico church bombings possibly linked; Gov. Martinez condemns attack,"" UPI, August 3, 2015.",START Primary Collection,-9,-9,0,-9,"201508020114, 201508020115"
153098,201509130079,2015,9,13,,0,,217,United States,1,North America,Texas,Bullard,32.137933,-95.323685,1.0,0,,"09/13/2015: An assailant dressed in tactical gear and armed with a handgun threatened church-goers at the Corinth Missionary Baptist Church in Bullard, Texas, United States. The pastor of the church, John Johnson, was able to calm the perpetrator down, at which point he fled. Before fleeing, the assailant, identified as Rasheed Abdul Aziz, told the pastor that he had been sent by Allah to ""slay infidels."" Aziz was arrested the following day.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Corinth Missionary Baptist Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"An individual, identified as Rasheed Abdul Aziz, claimed responsibility for the incident and stated that he had been sent by Allah to ""slay infidels.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Pastor speaks out about man who allegedly threatened his church,"" KLTV, September 14, 2015.","""Pastor Talks Down Gunman: Church Intruder Said He Was Ordered By Allah To Kill Infidels,"" Hngn.com, September 15, 2015.",,START Primary Collection,-9,-9,0,-9,
153709,201509300082,2015,9,30,,0,,217,United States,1,North America,California,Thousand Oaks,34.184851,-118.90688,1.0,0,,"09/30/2015: An assailant set fire to a Planned Parenthood Federation of America, Inc. facility in Thousand Oaks, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,"Planned Parenthood Federation of America, Inc.",Facility,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,"The specific motive is unknown; however, sources noted that there were recent allegations against Planned Parenthood that it was profiting from tissue donations from fetuses for research, which Planned Parenthood denied.",0.0,,,0,1.0,0.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Gasoline was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A planned parenthood building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""CBS US News: Fire at Calif. Planned Parenthood facility deemed suspicious,"" CBS News, October 1, 2015.","""Planned Parenthood in Thousand Oaks reopens after arson attack,"" NewsOnFeeds.com, October 5, 2015.","""Fire at Planned Parenthood in Thousand Oaks Reportedly Determined to Be Arson,"" KTLA, October 1, 2015.",START Primary Collection,-9,-9,0,-9,
153753,201510010095,2015,10,1,,0,,217,United States,1,North America,Oregon,Roseburg,43.288981,-123.333302,1.0,0,,"10/01/2015: An assailant, identified as Christopher Harper-Mercer, entered a classroom at Umpqua Community College and held an unknown number of students and staff hostage in Roseburg, Oregon, United States. Armed with six firearms, the assailant shot and killed nine people and injured at least seven others. He exchanged fire with responding police officers before shooting and killing himself. Statements Harper-Mercer made in his manifesto and posted online reflect a fixation on mass shootings, as well as a misogynist and white supremacist narrative seen in message forums where participants self-identify as ""involuntarily celibate"" (incel).",1,1,1,0,,,0,1,1,5,Hostage Taking (Barricade Incident),,,,,8,Educational Institution,49.0,School/University/Educational Building,Umpqua Community College,School,217.0,United States,,,,,,,,,,,,,,,,,Incel extremists,,,,,,"An unaffiliated individual, identified as Christopher Harper-Mercer, claimed responsibility for the incident and wrote a manifesto and posted statements online reflecting a fixation on mass shootings, as well as a misogynist and white supremacist narrative seen in message forums where participants self-identify as ""involuntarily celibate.""",0.0,,,1,1.0,0.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,3.0,Handgun,,,,,,,,,"A 5.56-caliber Del-Ton DTI15 semiautomatic rifle, a .40-caliber Smith & Wesson Model 99 pistol, a .38-caliber Smith & Wesson Model M642-2 pistol, a .380-caliber HiPoint pistol, a .40-caliber Taurus Model T24 pistol, and a 9-mm Glock Model 19 pistol were used in the attack.",10.0,10.0,1.0,7.0,7.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A classroom wall was damaged in this attack.,1.0,-99.0,-99.0,-99.0,,,,0.0,,,,,,6.0,Combination,-99.0,"The victims included assistant professor Lawrence Levine and students Lucero Alcaraz, Quinn Glenn Cooper, Jason Dale Johnson, Treven Taylor Anspach, Kim Saltmarsh Dietz, Rebecka Ann Carnes, Lucas Eibel, Sarena Dawn Moor, and Chris Mintz. Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Merciless gunman shot woman in a wheelchair, Oregon survivor says,"" CNN.com, October 5, 2015.","""'Here I am, 26, with no friends, no job, no girlfriend': Shooter's manifesto offers clues to 2015 Oregon college rampage,"" Los Angeles Times, September 23, 2017.","""Oregon gunman killed himself in front of students after cops shot him,"" CBS News, October 7, 2015.",START Primary Collection,-9,-9,0,-9,
155024,201511010076,2015,11,1,,0,,217,United States,1,North America,Mississippi,Tupelo,34.308638,-88.709435,1.0,0,The incident occurred on North Gloster street.,"11/01/2015: An assailant threw an explosive device at a Walmart in Tupelo, Mississippi, United States. There were no reported casualties in the blast. An individual, identified as Marshall E. Leonard, claimed responsibility for the incident. Sources posited that Leonard targeted the Walmart because it stopped selling Mississippi state flags containing the Confederate flag symbol.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,Walmart,Store,217.0,United States,,,,,,,,,,,,,,,,,Right-wing extremists,,,,,,"The specific motive is unknown; however, sources posited that Marshall E. Leonard targeted the Walmart because it stopped selling Mississippi state flags containing the Confederate flag symbol.",0.0,,,1,1.0,1.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device wrapped in newspaper was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Confederate-Flag Sympathizer Tries to Bomb Mississippi Walmart for Being 'Anti-American' Fortunately, the homemade device fizzled out in the lobby.,"" New York Magazine, November 3, 2015.","""Mississippi Flag Supporter Arrested For Detonating Bomb At Walmart Store,"" International Business Times, November 3, 2015.","""Mississippi Flag Supporter Accused of Bombing Walmart,"" Newser, November 3, 2015.",START Primary Collection,-9,-9,0,-9,
155123,201511040056,2015,11,4,,0,,217,United States,1,North America,California,Merced,37.312127,-120.472886,1.0,0,,"11/04/2015: An assailant attacked students on the University of California campus in Merced, California, United States. Four students were injured in the attack. The assailant was shot and killed by police officers. Faisal Mohammad claimed responsibility in a note left at the scene.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,8,Educational Institution,49.0,School/University/Educational Building,"University of California, Merced",Campus,217.0,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,,0.0,,,1,1.0,0.0,1.0,5.0,Note left at scene,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A knife was used in the attack.,1.0,1.0,1.0,4.0,4.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Attacker who stabbed students at UC Merced had ISIS flag, FBI says,"" CNN, March 18, 2016.","""ISIS goes global: Mapping attacks,"" CNN, December 29, 2015.","""FBI: ISIS inspired California student in campus stabbings,"" CBS News, March 17, 2016.",START Primary Collection,-9,-9,0,-9,
155196,201511060053,2015,11,6,,0,,217,United States,1,North America,California,Ingelwood,33.959535,-118.348342,1.0,0,The incident occurred in Los Angeles county.,"11/06/2015: An assailant attacked a Sikh bus driver in Inglewood, California, United States. The driver, identified as Balwinder Jit Singh, was injured in the attack. An individual identified as K.C. Tard Jr. claimed responsibility for the incident and called Singh a ""terrorist"" and a ""suicide bomber.""",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Sikh Civilian: Balwinder Jit Singh,217.0,United States,,,,,,,,,,,,,,,,,Anti-Sikh extremists,,,,,,"An individual, identified as KC Tard Jr., claimed responsibility for the incident and described Balwinder Jit Singh as a ""terrorist"" and a ""suicide bomber.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,9,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Man is charged in racially motivated attack on Sikh Metro bus driver, prosecutors say,"" Los Angeles Times, March 3, 2016.","""Sikh bus driver says police didn't recognize hate crime,"" Associated Press, January 15, 2016.","""'Hate crime evidence': Sikh advocacy group criticizes LA authorities over bus driver attack,"" UAE NewsApp.com, January 15, 2016.",START Primary Collection,-9,-9,0,-9,
155556,201511150043,2015,11,15,,0,,217,United States,1,North America,Connecticut,Meriden,41.519714,-72.840257,1.0,0,The incident occurred along Main Street.,"11/15/2015: Assailants opened fire on the Baitul Aman Mosque on Main Street in Meriden, Connecticut, United States. There were no reported casualties, though the mosque was damaged in the attack. No group claimed responsibility for the incident; however authorities identified the assailant as Ted Hakey Junior, who confessed to the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Baitul Aman Mosque,Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks.",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,3.0,Handgun,,,,,,,,,An M14 rifle and a 9-mm handgun were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ex-Marine Pleads Guilty in Meriden Mosque Shooting,"" NBC Connecticut, February 11, 2016.","""Police, FBI investigate shots fired at Meriden mosque,"" San Francisco Chronicle, November 17, 2015.","""FBI Investigating Bullets Fired at Meriden Mosque: Police,"" NBC Connecticut, November 17, 2015.",START Primary Collection,-9,-9,0,-9,
155717,201511190054,2015,11,19,,0,,217,United States,1,North America,Virginia,Falls Church,38.861472,-77.146621,1.0,0,,"11/19/2015: An assailant threw incendiary devices at Dar Al-Hijrah Islamic Center in Falls Church, Virginia, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, an individual, identified as Chester H. Gore, was arrested in connection with the attack.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Dar Al-Hijrah Islamic Center,Mosque,217.0,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks.",0.0,,,1,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,7.0,Fake Weapons,,,,,,,,,,,Molotov cocktails and a fake explosive device were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),200.0,A gate at a mosque was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""In Solidarity with American Muslims, Norton to Attend Prayer Services at Dar Al-Hijrah Islamic Center, Today,"" Targeted News Service, December 4, 2015.","""Man Left Hoax Explosive Device at Fairfax County Mosque, Officials Say,"" NBC Washington, November 23, 2015.",,START Primary Collection,-9,-9,0,-9,
156000,201511270001,2015,11,27,,0,,217,United States,1,North America,Colorado,Colorado Springs,38.864281,-104.778414,1.0,0,,"11/27/2015: An assailant opened fire on a Planned Parenthood clinic and held an unknown number of people hostage for five hours in Colorado Springs, Colorado, United States. At least three people were killed and nine other people were wounded in the assault. An individual, identified as Robert Lewis Dear, claimed responsibility for the incident and stated that he was a ""warrior for the babies.""",1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),2.0,Armed Assault,,,5,Abortion Related,40.0,Clinics,"Planned Parenthood Federation of America, Inc.",Clinic,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,"An individual, identified as Robert Lewis Dear, claimed responsibility for the incident and stated that he was a ""warrior for the babies.""",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,An assault rifle was used in the attack.,3.0,3.0,0.0,9.0,9.0,0.0,0,,,,,1.0,-99.0,-99.0,5.0,,,,0.0,,,,,,5.0,Successful Rescue,-99.0,,"""3 Are Dead in Colorado Springs Shootout at Planned Parenthood Center,"" New York Times, November 28, 2015.","""Planned Parenthood Shooting Suspect Robert Dear Says He's 'Warrior for the Babies',"" NBCNews.com, December 9, 2015.","""Shooting near Colorado Planned Parenthood clinic leaves 3 officers injured,"" CBC, November 27, 2015.",START Primary Collection,-9,-9,0,-9,
